id,category,base,treatment,data_needed,limitation,U,T,S,D,C,M,P,score,scan_score,research_score,readiness,release_gate
AGG-01-03,aggregations,Equal-period share of accepted discourse,rolling comparable 90-day windows,"deduplicated claims, eligible-period denominator",Sample coverage still differs; disclose cohort and missingness; not calendar-month peak versus rolling quarter,4,5,4,5,4,4,5,88.8,87.6,90.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
AGG-01-04,aggregations,Equal-period share of accepted discourse,per-show macro with pooled comparison,"deduplicated claims, eligible-period denominator",Sample coverage still differs; disclose cohort and missingness; show weighting disclosed,4,5,4,5,5,4,5,90.8,89.2,92.8,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
AGG-01-05,aggregations,Equal-period share of accepted discourse,matched-source cohort,"deduplicated claims, eligible-period denominator",Sample coverage still differs; disclose cohort and missingness; less breadth but clearer temporal comparisons,4,5,4,5,5,4,4,89.2,88.0,91.6,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
AGG-01-06,aggregations,Equal-period share of accepted discourse,per-voice weighting with unknowns retained,"deduplicated claims, eligible-period denominator",Sample coverage still differs; disclose cohort and missingness; identity quality governs denominator,4,5,4,5,5,4,4,89.2,88.0,91.6,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
AGG-01-07,aggregations,Equal-period share of accepted discourse,deduplicated evidence families,"deduplicated claims, eligible-period denominator",Sample coverage still differs; disclose cohort and missingness; lineage must avoid duplicate inflation,4,5,4,5,4,4,5,88.8,87.6,90.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
AGG-01-08,aggregations,Equal-period share of accepted discourse,raw plus normalized views,"deduplicated claims, eligible-period denominator",Sample coverage still differs; disclose cohort and missingness; raw explicitly diagnostic,4,5,4,5,4,4,5,88.8,87.6,90.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
AGG-01-09,aggregations,Equal-period share of accepted discourse,revision-aware incremental update,"deduplicated claims, eligible-period denominator",Sample coverage still differs; disclose cohort and missingness; retractions recompute dependent aggregates,4,5,4,5,4,4,4,87.2,86.4,88.8,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
AGG-01-10,aggregations,Equal-period share of accepted discourse,existing payload projection adapter,"deduplicated claims, eligible-period denominator",Sample coverage still differs; disclose cohort and missingness; compatibility first; cannot manufacture missing semantics,4,5,4,5,4,4,5,88.8,87.6,90.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
AGG-02-01,aggregations,Source-diverse claim cluster,monthly default window,"canonical proposition, claims, show IDs, deduplication",Syndicated sources are not independent corroboration; stable floor; slower than weekly detection,5,5,5,5,5,4,5,98.0,97.6,98.8,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
AGG-02-02,aggregations,Source-diverse claim cluster,weekly with minimum coverage,"canonical proposition, claims, show IDs, deduplication",Syndicated sources are not independent corroboration; suppressed below defined sample support,5,5,4,5,5,4,4,93.6,91.6,96.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
AGG-02-03,aggregations,Source-diverse claim cluster,rolling comparable 90-day windows,"canonical proposition, claims, show IDs, deduplication",Syndicated sources are not independent corroboration; not calendar-month peak versus rolling quarter,5,5,4,5,5,4,4,93.6,91.6,96.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
AGG-02-04,aggregations,Source-diverse claim cluster,per-show macro with pooled comparison,"canonical proposition, claims, show IDs, deduplication",Syndicated sources are not independent corroboration; show weighting disclosed,5,5,4,5,5,4,4,93.6,91.6,96.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
AGG-02-05,aggregations,Source-diverse claim cluster,matched-source cohort,"canonical proposition, claims, show IDs, deduplication",Syndicated sources are not independent corroboration; less breadth but clearer temporal comparisons,5,5,4,5,5,4,3,92.0,90.4,94.8,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
AGG-02-06,aggregations,Source-diverse claim cluster,per-voice weighting with unknowns retained,"canonical proposition, claims, show IDs, deduplication",Syndicated sources are not independent corroboration; identity quality governs denominator,5,5,4,5,5,4,3,92.0,90.4,94.8,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
AGG-02-07,aggregations,Source-diverse claim cluster,deduplicated evidence families,"canonical proposition, claims, show IDs, deduplication",Syndicated sources are not independent corroboration; lineage must avoid duplicate inflation,5,5,4,5,5,4,4,93.6,91.6,96.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
AGG-02-08,aggregations,Source-diverse claim cluster,raw plus normalized views,"canonical proposition, claims, show IDs, deduplication",Syndicated sources are not independent corroboration; raw explicitly diagnostic,5,5,4,5,5,4,4,93.6,91.6,96.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
AGG-02-09,aggregations,Source-diverse claim cluster,revision-aware incremental update,"canonical proposition, claims, show IDs, deduplication",Syndicated sources are not independent corroboration; retractions recompute dependent aggregates,5,5,4,5,5,4,3,92.0,90.4,94.8,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
AGG-02-10,aggregations,Source-diverse claim cluster,existing payload projection adapter,"canonical proposition, claims, show IDs, deduplication",Syndicated sources are not independent corroboration; compatibility first; cannot manufacture missing semantics,5,5,4,5,5,4,5,95.2,92.8,97.2,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
AGG-03-01,aggregations,Proposition-specific opinion distribution,monthly default window,"stance target, one-person weighting, dates",Corpus respondents are not representative of whole industry; stable floor; slower than weekly detection,4,5,5,5,5,4,4,92.0,92.8,93.2,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
AGG-03-02,aggregations,Proposition-specific opinion distribution,weekly with minimum coverage,"stance target, one-person weighting, dates",Corpus respondents are not representative of whole industry; suppressed below defined sample support,4,5,4,5,5,4,3,87.6,86.8,90.4,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
